"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","CA35","Ontario","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,1.75,,
"2","Large regions (TL2)","CA35","Ontario","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,21835,,
"2","Large regions (TL2)","CA35","Ontario","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,1.71,,
"2","Large regions (TL2)","CA35","Ontario","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,22517,,
"2","Large regions (TL2)","CA35","Ontario","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,1.75,,
"2","Large regions (TL2)","CA35","Ontario","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,23155,,
"2","Large regions (TL2)","CA35","Ontario","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,1.78,,
"2","Large regions (TL2)","CA35","Ontario","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,23869,,
"2","Large regions (TL2)","CA35","Ontario","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,1.82,,
"2","Large regions (TL2)","CA35","Ontario","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,24554,,
"2","Large regions (TL2)","CA35","Ontario","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,1.85,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,15483,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,4.57,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,15614,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,4.61,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,15808,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,4.66,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,15695,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,4.63,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,14876,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,4.39,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,14934,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,4.39,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,15072,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,4.42,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,14880,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.35,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,15275,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,4.44,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,15598,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,4.64,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,16024,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,4.85,,
"2","Large regions (TL2)","DE3","Berlin","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,16252,,
"2","Large regions (TL2)","DE3","Berlin","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,4.85,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,6837,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,2.63,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,6918,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,2.67,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,7025,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,2.72,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,7236,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,2.81,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,7399,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,2.89,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,7476,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,2.93,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,7540,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,2.97,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,7664,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,3.03,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,7789,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,3.09,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,7922,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,3.19,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,8052,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,3.28,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,8242,,
"2","Large regions (TL2)","DE4","Brandenburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,3.36,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,2901,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,4.4,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,2940,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,4.45,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,2953,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,4.46,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,2964,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,4.47,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,2934,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,4.42,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,3005,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,4.53,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,3066,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,4.62,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,3076,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.64,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,3175,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,4.8,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,3219,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,4.9,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,3240,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,4.97,,
"2","Large regions (TL2)","DE5","Bremen","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,3307,,
"2","Large regions (TL2)","DE5","Bremen","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,5.06,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,7845,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,4.56,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,8071,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,4.67,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2003","2003",,,"0","Units",,,8233,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2003","2003",,,"0","Units",,,4.76,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2004","2004",,,"0","Units",,,8136,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2004","2004",,,"0","Units",,,4.69,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2005","2005",,,"0","Units",,,8156,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2005","2005",,,"0","Units",,,4.69,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2006","2006",,,"0","Units",,,8267,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2006","2006",,,"0","Units",,,4.73,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2007","2007",,,"0","Units",,,8518,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2007","2007",,,"0","Units",,,4.83,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2008","2008",,,"0","Units",,,8833,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2008","2008",,,"0","Units",,,4.99,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2009","2009",,,"0","Units",,,9251,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2009","2009",,,"0","Units",,,5.22,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2010","2010",,,"0","Units",,,9563,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2010","2010",,,"0","Units",,,5.5,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2011","2011",,,"0","Units",,,9892,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2011","2011",,,"0","Units",,,5.78,,
"2","Large regions (TL2)","DE6","Hamburg","DOC","Active Physicians (number)","ALL","All regions","2012","2012",,,"0","Units",,,10152,,
"2","Large regions (TL2)","DE6","Hamburg","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2012","2012",,,"0","Units",,,5.88,,
"2","Large regions (TL2)","DE7","Hesse","DOC","Active Physicians (number)","ALL","All regions","2001","2001",,,"0","Units",,,20379,,
"2","Large regions (TL2)","DE7","Hesse","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2001","2001",,,"0","Units",,,3.36,,
"2","Large regions (TL2)","DE7","Hesse","DOC","Active Physicians (number)","ALL","All regions","2002","2002",,,"0","Units",,,20488,,
"2","Large regions (TL2)","DE7","Hesse","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2002","2002",,,"0","Units",,,3.37,,
